dep,capa,osm_id,nombre,lat,lon,ha,tipo,cultivo,operador,web,tel
CUSCO,landuse,w1038752047,,-13.175874,-72.287853,2.02,farmland,,,,
CUSCO,landuse,w1038752061,,-13.18403,-72.289561,3.09,farmland,,,,
CUSCO,landuse,w1038752071,,-13.187432,-72.291079,1.01,farmland,,,,
CUSCO,landuse,w1038752072,,-13.188308,-72.292205,0.18,farmland,,,,
CUSCO,landuse,w1038754838,,-13.227846,-72.299582,72.75,farmland,,,,
CUSCO,landuse,w1038759099,,-13.35305,-72.072143,3.61,farmland,,,,
CUSCO,landuse,w1038759100,,-13.352958,-72.070005,7.99,farmland,,,,
CUSCO,landuse,w1039109932,,-13.299125,-72.167276,1.34,farmland,,,,
CUSCO,landuse,w1039109938,,-13.310286,-72.149691,5.98,farmland,,,,
CUSCO,landuse,w1039109949,,-13.300651,-72.165502,13.05,farmland,,,,
CUSCO,landuse,w1039131616,,-13.300343,-72.162017,4.83,farmland,,,,
CUSCO,landuse,w1039131617,,-13.295169,-72.165487,3.48,farmland,,,,
CUSCO,landuse,w1039131618,,-13.292506,-72.17211,31.75,farmland,,,,
CUSCO,landuse,w1039131619,,-13.302903,-72.173721,54.36,farmland,,,,
CUSCO,landuse,w1039131620,,-13.302222,-72.18191,56.92,farmland,,,,
CUSCO,landuse,w1039131621,,-13.307176,-72.165266,1.74,farmland,,,,
CUSCO,landuse,w1039131622,,-13.307964,-72.160089,5.38,farmland,,,,
CUSCO,landuse,w1039363106,,-13.342585,-72.196097,0.18,farmland,,,,
CUSCO,landuse,w1039363120,,-13.313474,-72.18646,0.4,farmland,,,,
CUSCO,landuse,w1039363125,,-13.309757,-72.184606,0.61,farmland,,,,
CUSCO,landuse,w1039363126,,-13.308245,-72.182464,0.53,farmland,,,,
CUSCO,landuse,w1039363127,,-13.30784,-72.178773,1.25,farmland,,,,
CUSCO,landuse,w1039370534,,-13.310849,-72.197532,0.35,farmland,,,,
CUSCO,landuse,w1039370537,,-13.306336,-72.192222,0.18,farmland,,,,
CUSCO,landuse,w1039370542,,-13.303701,-72.192909,0.61,farmland,,,,
CUSCO,landuse,w1039370543,,-13.30438,-72.192128,0.28,farmland,,,,
CUSCO,landuse,w1039370884,,-13.320905,-72.194379,0.44,farmland,,,,
CUSCO,landuse,w1039370885,,-13.319783,-72.194383,1.16,farmland,,,,
CUSCO,landuse,w1039370886,,-13.31657,-72.19437,0.25,farmland,,,,
CUSCO,landuse,w1039370887,,-13.315573,-72.195001,0.21,farmland,,,,
CUSCO,landuse,w1039912215,,-13.49256,-71.984266,0.46,farmland,,,,
CUSCO,landuse,w1040245226,,-13.278403,-72.220804,3.31,farmland,,,,
CUSCO,landuse,w1040245227,,-13.280485,-72.224494,2.3,farmland,,,,
CUSCO,landuse,w1040245228,,-13.277003,-72.217322,2.19,farmland,,,,
CUSCO,landuse,w1040245229,,-13.275601,-72.218583,6.02,farmland,,,,
CUSCO,landuse,w1042443387,,-13.179634,-72.567942,0.01,aquaculture,,,,
CUSCO,landuse,w1042443388,,-13.179707,-72.567963,0.01,aquaculture,,,,
CUSCO,landuse,w1042443389,,-13.17956,-72.567918,0.01,aquaculture,,,,
CUSCO,landuse,w1042443390,,-13.179488,-72.567896,0.01,aquaculture,,,,
CUSCO,landuse,w1046057890,,-12.47955,-72.811305,0.63,farmland,,,,
CUSCO,landuse,w1046271078,,-12.779435,-73.405875,0.49,farmland,,,,
CUSCO,landuse,w1046354109,,-12.08932,-72.829618,1.01,farmland,,,,
CUSCO,landuse,w1046354110,,-12.088665,-72.831481,0.28,farmland,,,,
CUSCO,landuse,w1046354111,,-12.087797,-72.832068,0.57,farmland,,,,
CUSCO,landuse,w1046354255,,-11.297333,-73.012537,0.75,farmland,,,,
CUSCO,landuse,w1046354269,,-12.636415,-73.130372,0.16,farmland,,,,
CUSCO,landuse,w1046354270,,-12.636491,-73.130716,0.08,farmland,,,,
CUSCO,landuse,w1046355524,,-12.712813,-73.043294,0.13,farmland,,,,
CUSCO,landuse,w1046355525,,-12.713873,-73.043412,0.06,farmland,,,,
CUSCO,landuse,w1046355526,,-12.717319,-73.046135,0.08,farmland,,,,
CUSCO,landuse,w1046360907,,-12.527405,-72.959839,0.7,farmland,,,,
CUSCO,landuse,w1046362227,,-12.715454,-73.070163,0.23,farmland,,,,
CUSCO,landuse,w1046364119,,-12.528927,-72.952293,0.45,farmland,,,,
CUSCO,landuse,w1046365081,,-12.696632,-73.061224,1.0,farmland,,,,
CUSCO,landuse,w1046731707,,-12.576228,-72.614683,0.58,farmland,,,,
CUSCO,landuse,w1046968829,,-12.572901,-72.598093,0.19,farmland,,,,
CUSCO,landuse,w1046968830,,-12.572606,-72.596689,0.3,farmland,,,,
CUSCO,landuse,w1046972212,,-12.825598,-72.66237,0.04,farmland,,,,
CUSCO,landuse,w1046973440,,-12.634414,-73.202966,0.04,farmland,,,,
CUSCO,landuse,w1046973441,,-12.634536,-73.202729,0.05,farmland,,,,
CUSCO,landuse,w1046973442,,-12.641519,-73.194645,0.45,farmland,,,,
CUSCO,landuse,w1046975885,,-12.810423,-72.655609,0.12,farmland,,,,
CUSCO,landuse,w1046975886,,-12.810922,-72.656851,0.14,farmland,,,,
CUSCO,landuse,w1046975888,,-12.811603,-72.658456,0.12,farmland,,,,
CUSCO,landuse,w1046975889,,-12.813817,-72.655246,0.21,farmland,,,,
CUSCO,landuse,w1046975891,,-12.810437,-72.651692,0.11,farmland,,,,
CUSCO,landuse,w1046982745,,-12.516793,-72.971257,0.73,farmland,,,,
CUSCO,landuse,w1046982746,,-12.518962,-72.968251,0.87,farmland,,,,
CUSCO,landuse,w1046982747,,-12.517854,-72.965103,0.23,farmland,,,,
CUSCO,landuse,w1046982748,,-12.518006,-72.965594,0.38,farmland,,,,
CUSCO,landuse,w1046982749,,-12.518353,-72.966475,1.41,farmland,,,,
CUSCO,landuse,w1046982750,,-12.517429,-72.967341,0.5,farmland,,,,
CUSCO,landuse,w1046982751,,-12.523434,-72.968125,1.41,farmland,,,,
CUSCO,landuse,w1046982752,,-12.522258,-72.96832,1.0,farmland,,,,
CUSCO,landuse,w1046983155,,-12.609314,-72.837407,0.23,farmland,,,,
CUSCO,landuse,w1046985109,,-12.813224,-72.662855,0.16,farmland,,,,
CUSCO,landuse,w1046987054,,-12.603268,-72.788003,1.6,farmland,,,,
CUSCO,landuse,w1046987055,,-12.603625,-72.789422,0.32,farmland,,,,
CUSCO,landuse,w1048258598,,-13.310617,-72.015185,4.41,farmland,,,,
CUSCO,landuse,w1048566610,,-13.299256,-71.982805,1.07,farmland,,,,
CUSCO,landuse,w1048570072,,-13.359315,-71.904369,71.77,farmland,,,,
CUSCO,landuse,w1048570073,,-13.373956,-71.917505,92.42,farmland,,,,
CUSCO,landuse,w1048570074,,-13.359234,-71.918861,8.3,farmland,,,,
CUSCO,landuse,w1049116225,,-13.297792,-72.006247,10.26,farmland,,,,
CUSCO,landuse,w1049116234,,-13.287007,-72.03094,1.52,farmland,,,,
CUSCO,landuse,w1049116239,,-13.309461,-72.043555,0.31,farmland,,,,
CUSCO,landuse,w1049116240,,-13.30878,-72.042965,0.19,farmland,,,,
CUSCO,landuse,w1049119417,,-13.291655,-72.057357,5.93,farmland,,,,
CUSCO,landuse,w1049119419,,-13.305697,-72.04822,0.34,farmland,,,,
CUSCO,landuse,w1049119447,,-13.309821,-72.046547,1.05,farmland,,,,
CUSCO,landuse,w1049119448,,-13.308071,-72.047573,0.3,farmland,,,,
CUSCO,landuse,w1049122934,,-13.27238,-72.131069,11.78,farmland,,,,
CUSCO,landuse,w1049122936,,-13.283412,-72.127657,24.42,farmland,,,,
CUSCO,landuse,w1049122950,,-13.284831,-72.148115,125.91,farmland,,,,
CUSCO,landuse,w1049638773,,-13.330117,-71.916507,148.43,farmland,,,,
CUSCO,landuse,w1050427324,,-11.313505,-73.005318,1.63,farmland,,,,
CUSCO,landuse,w1050547720,,-13.256218,-71.949338,5.72,farmland,,,,
CUSCO,landuse,w1050547721,,-13.28058,-72.030219,1.72,farmland,,,,
CUSCO,landuse,w1050547722,,-13.284141,-72.030015,4.45,farmland,,,,
CUSCO,landuse,w1053105065,,-12.619296,-72.807784,1.14,farmland,,,,
CUSCO,landuse,w1053105066,,-12.616666,-72.804847,0.41,farmland,,,,
CUSCO,landuse,w1053146833,,-12.089053,-72.828372,2.79,farmland,,,,
CUSCO,landuse,w1053146834,,-12.086139,-72.825834,0.61,farmland,,,,
CUSCO,landuse,w1053190664,,-12.475476,-72.995432,0.21,farmland,,,,
CUSCO,landuse,w1053214651,,-12.489799,-72.939857,0.17,farmland,,,,
CUSCO,landuse,w1053216001,,-12.814827,-72.653307,0.1,farmland,,,,
CUSCO,landuse,w1053228850,,-11.583604,-73.121596,0.09,farmland,,,,
CUSCO,landuse,w1053338682,,-12.619805,-72.849921,0.07,farmland,,,,
CUSCO,landuse,w1053461878,,-12.562456,-72.610743,0.14,farmland,,,,
CUSCO,landuse,w1053971266,,-13.357078,-72.069704,0.12,farmland,,,,
CUSCO,landuse,w1053971272,,-13.335061,-72.053786,0.06,farmland,,,,
CUSCO,landuse,w1053971273,,-13.330924,-72.052766,0.06,farmland,,,,
CUSCO,landuse,w1053971274,,-13.331069,-72.055816,2.75,farmland,,,,
CUSCO,landuse,w1053975312,,-13.334485,-72.048668,0.17,farmland,,,,
CUSCO,landuse,w1053975313,,-13.335824,-72.048243,0.77,farmland,,,,
CUSCO,landuse,w1054800025,,-13.309859,-72.009853,0.41,farmland,,,,
CUSCO,landuse,w1054800027,,-13.311101,-72.013653,0.21,farmland,,,,
CUSCO,landuse,w1056005731,,-13.339922,-72.063068,0.14,farmland,,,,
CUSCO,landuse,w1057089369,,-11.807721,-72.867533,0.34,farmland,,,,
CUSCO,landuse,w1059901368,,-13.368899,-72.041337,0.26,farmland,,,,
CUSCO,landuse,w1059901370,,-13.3417,-72.042282,0.76,farmland,,,,
CUSCO,landuse,w1059930310,,-13.27881,-72.173497,2.08,farmland,,,,
CUSCO,landuse,w1059930311,,-13.277507,-72.172304,1.28,farmland,,,,
CUSCO,landuse,w1059930315,,-13.271743,-72.169118,0.24,farmland,,,,
CUSCO,landuse,w1059930326,,-13.289894,-72.175835,6.48,farmland,,,,
CUSCO,landuse,w1059930327,,-13.275778,-72.172173,0.74,farmland,,,,
CUSCO,landuse,w1059930328,,-13.276084,-72.172932,0.68,farmland,,,,
CUSCO,landuse,w1059930336,,-13.276664,-72.17374,0.16,farmland,,,,
CUSCO,landuse,w1059930337,,-13.2764,-72.174061,0.29,farmland,,,,
CUSCO,landuse,w1059930338,,-13.276046,-72.173964,0.2,farmland,,,,
CUSCO,landuse,w1060108248,,-13.260724,-72.257702,7.64,farmland,,,,
CUSCO,landuse,w1060108250,,-13.261844,-72.256897,7.29,farmland,,,,
CUSCO,landuse,w1060108841,,-13.248954,-72.252126,5.1,farmland,,,,
CUSCO,landuse,w1060110977,,-13.246546,-72.294274,14.64,farmland,,,,
CUSCO,landuse,w1060110978,,-13.250161,-72.286975,26.46,farmland,,,,
CUSCO,landuse,w1060110984,,-13.259081,-72.262467,0.47,farmland,,,,
CUSCO,landuse,w1060110997,,-13.259822,-72.246241,0.56,farmland,,,,
CUSCO,landuse,w1060111000,,-13.260995,-72.266678,1.11,farmland,,,,
CUSCO,landuse,w1060111279,,-13.253621,-72.292718,117.12,farmland,,,,
CUSCO,landuse,w1060374097,,-13.261019,-72.27357,0.28,farmland,,,,
CUSCO,landuse,w1060375945,,-13.259144,-72.275769,0.4,farmland,,,,
CUSCO,landuse,w1064878065,,-13.259842,-72.288252,2.65,farmland,,,,
CUSCO,landuse,w1069390643,,-13.308693,-72.134201,1.21,farmland,,,,
CUSCO,landuse,w1069390644,,-13.309698,-72.13419,0.28,farmland,,,,
CUSCO,landuse,w1069390646,,-13.309222,-72.132559,0.12,farmland,,,,
CUSCO,landuse,w1070097929,,-13.292059,-72.12498,6.02,farmland,,,,
CUSCO,landuse,w1070100546,,-13.249415,-72.209658,20.27,farmland,,,,
CUSCO,landuse,w1070100559,,-13.264055,-72.258851,3.24,farmland,,,,
CUSCO,landuse,w1070100560,,-13.263106,-72.255612,0.32,farmland,,,,
CUSCO,landuse,w1070100561,,-13.261246,-72.25173,11.24,farmland,,,,
CUSCO,landuse,w1070100563,,-13.263834,-72.260686,0.03,farmland,,,,
CUSCO,landuse,w1070100567,,-13.262204,-72.278779,1.81,farmland,,,,
CUSCO,landuse,w1070100586,,-13.243507,-72.32673,91.11,farmland,,,,
CUSCO,landuse,w1070100603,,-13.225563,-72.311916,92.62,farmland,,,,
CUSCO,landuse,w1072545988,,-13.363618,-71.915748,0.29,farmland,,,,
CUSCO,landuse,w1072545989,,-13.364547,-71.915313,0.87,farmland,,,,
CUSCO,landuse,w1072545990,,-13.364877,-71.916654,0.24,farmland,,,,
CUSCO,landuse,w1072545991,,-13.364897,-71.915971,0.67,farmland,,,,
CUSCO,landuse,w1072545992,,-13.364074,-71.917032,0.15,farmland,,,,
CUSCO,landuse,w1072545993,,-13.36449,-71.917269,0.38,farmland,,,,
CUSCO,landuse,w1072545994,,-13.365054,-71.917097,0.25,farmland,,,,
CUSCO,landuse,w1075443521,,-13.368705,-71.941788,0.81,farmland,,,,
CUSCO,landuse,w1075615217,,-13.418558,-71.913976,28.25,farmland,,,,
CUSCO,landuse,w1076889586,,-13.264597,-72.447104,20.47,farmland,,,,
CUSCO,landuse,w1077142565,,-13.397839,-72.017389,0.09,farmland,,,,
CUSCO,landuse,w1077142614,,-13.398585,-71.934707,46.12,farmland,,,,
CUSCO,landuse,w1077190641,,-13.225626,-72.208261,8.11,farmland,,,,
CUSCO,landuse,w1077190642,,-13.23166,-72.21761,34.14,farmland,,,,
CUSCO,landuse,w1077190643,,-13.244439,-72.24089,3.42,farmland,,,,
CUSCO,landuse,w1078694133,,-13.31049,-72.253412,51.01,farmland,,,,
CUSCO,landuse,w1081213269,,-13.416858,-71.880801,270.9,farmland,,,,
CUSCO,landuse,w1081213270,,-13.424481,-71.840944,11.54,farmland,,,,
CUSCO,landuse,w1081213271,,-13.419865,-71.838455,11.24,farmland,,,,
CUSCO,landuse,w1083907862,,-13.511177,-71.915251,0.14,farmland,,,,
CUSCO,landuse,w1083907863,,-13.510724,-71.915767,0.21,farmland,,,,
CUSCO,landuse,w1088950697,,-13.493686,-71.944273,0.07,farmland,,,,
CUSCO,landuse,w1088959314,,-13.49371,-71.944016,0.07,farmland,,,,
CUSCO,landuse,w1088959863,,-13.4946,-71.944381,0.38,farmland,,,,
CUSCO,landuse,w1088959864,,-13.494588,-71.944185,0.15,farmland,,,,
CUSCO,landuse,w1088960018,,-13.495599,-71.944098,0.04,farmland,,,,
CUSCO,landuse,w1089338738,,-13.519708,-71.936953,0.12,farmland,,,,
CUSCO,landuse,w1089342677,,-13.520302,-71.937067,0.04,farmland,,,,
CUSCO,landuse,w1089342679,,-13.520729,-71.937348,0.06,farmland,,,,
CUSCO,landuse,w1089365357,,-13.509598,-71.934487,0.26,farmland,,,,
CUSCO,landuse,w1089572664,,-13.493863,-71.943774,0.28,farmland,,,,
CUSCO,landuse,w1089572665,,-13.493685,-71.943364,0.2,farmland,,,,
CUSCO,landuse,w1089572666,,-13.494195,-71.943379,0.46,farmland,,,,
CUSCO,landuse,w1089572667,,-13.493727,-71.943056,0.1,farmland,,,,
CUSCO,landuse,w1089572668,,-13.493214,-71.943033,0.16,farmland,,,,
CUSCO,landuse,w1089572669,,-13.4931,-71.94222,0.28,farmland,,,,
CUSCO,landuse,w1089572670,,-13.493968,-71.942434,0.05,farmland,,,,
CUSCO,landuse,w1089572671,,-13.495098,-71.943428,0.35,farmland,,,,
CUSCO,landuse,w1089572672,,-13.495459,-71.943066,0.28,farmland,,,,
CUSCO,landuse,w1089572673,,-13.494447,-71.942282,0.31,farmland,,,,
CUSCO,landuse,w1089572674,,-13.49502,-71.941785,0.58,farmland,,,,
CUSCO,landuse,w1089572675,,-13.494576,-71.941418,0.04,farmland,,,,
CUSCO,landuse,w1089572676,,-13.494625,-71.941207,0.03,farmland,,,,
CUSCO,landuse,w1089572678,,-13.491505,-71.94033,0.09,farmland,,,,
CUSCO,landuse,w1089572679,,-13.491304,-71.940054,0.08,farmland,,,,
CUSCO,landuse,w1089572680,,-13.491265,-71.93978,0.08,farmland,,,,
CUSCO,landuse,w1089572681,,-13.491489,-71.939669,0.11,farmland,,,,
CUSCO,landuse,w1089572682,,-13.491267,-71.93942,0.15,farmland,,,,
CUSCO,landuse,w1089572683,,-13.491831,-71.939291,0.15,farmland,,,,
CUSCO,landuse,w1089572684,,-13.492003,-71.939509,0.05,farmland,,,,
CUSCO,landuse,w1089572685,,-13.491398,-71.938734,0.28,farmland,,,,
CUSCO,landuse,w1089572686,,-13.494466,-71.940503,0.24,farmland,,,,
CUSCO,landuse,w1089572687,,-13.49444,-71.940055,0.08,farmland,,,,
CUSCO,landuse,w1089572688,,-13.492403,-71.938055,0.76,farmland,,,,
CUSCO,landuse,w1089572689,,-13.491509,-71.941292,0.51,farmland,,,,
CUSCO,landuse,w1089573086,,-13.493794,-71.941382,0.22,farmland,,,,
CUSCO,landuse,w1089573087,,-13.493412,-71.940772,0.18,farmland,,,,
CUSCO,landuse,w1089573088,,-13.49393,-71.93933,0.1,farmland,,,,
CUSCO,landuse,w1089573863,,-13.492638,-71.942761,0.03,farmland,,,,
CUSCO,landuse,w1089573864,,-13.492679,-71.942403,0.06,farmland,,,,
CUSCO,landuse,w1089575816,,-13.510396,-71.933083,0.14,farmland,,,,
CUSCO,landuse,w1089575817,,-13.510083,-71.932783,0.21,farmland,,,,
CUSCO,landuse,w1090591854,,-13.51916,-71.940764,0.14,farmland,,,,
CUSCO,landuse,w1092759190,,-13.498312,-71.939402,1.56,farmland,,,,
CUSCO,landuse,w1092759191,,-13.498558,-71.940425,2.04,farmland,,,,
CUSCO,landuse,w1092759940,,-13.491527,-71.938195,0.12,farmland,,,,
CUSCO,landuse,w1092759941,,-13.491841,-71.938034,0.19,farmland,,,,
CUSCO,landuse,w1092759942,,-13.492103,-71.937542,0.18,farmland,,,,
CUSCO,landuse,w1092759943,,-13.493187,-71.937477,0.31,farmland,,,,
CUSCO,landuse,w1092759944,,-13.491274,-71.937194,0.06,farmland,,,,
CUSCO,landuse,w1092759945,,-13.491096,-71.937216,0.04,farmland,,,,
CUSCO,landuse,w1092759946,,-13.4911,-71.936883,0.11,farmland,,,,
CUSCO,landuse,w1092759947,,-13.491334,-71.936768,0.15,farmland,,,,
CUSCO,landuse,w1092759948,,-13.491539,-71.936825,0.15,farmland,,,,
CUSCO,landuse,w1092759949,,-13.491844,-71.936758,0.18,farmland,,,,
CUSCO,landuse,w1092759950,,-13.491829,-71.93635,0.11,farmland,,,,
CUSCO,landuse,w1092759951,,-13.492301,-71.936665,0.17,farmland,,,,
CUSCO,landuse,w1092759952,,-13.492116,-71.93646,0.29,farmland,,,,
CUSCO,landuse,w1092759953,,-13.492404,-71.936824,0.11,farmland,,,,
CUSCO,landuse,w1092759954,,-13.493223,-71.936335,0.76,farmland,,,,
CUSCO,landuse,w1092759955,,-13.492779,-71.936157,0.07,farmland,,,,
CUSCO,landuse,w1092759956,,-13.491119,-71.935472,0.31,farmland,,,,
CUSCO,landuse,w1092759957,,-13.491215,-71.935112,0.21,farmland,,,,
CUSCO,landuse,w1092759959,,-13.492403,-71.934618,0.22,farmland,,,,
CUSCO,landuse,w1092759961,,-13.492857,-71.934863,0.29,farmland,,,,
CUSCO,landuse,w1093897294,,-13.319981,-72.088192,0.17,farmland,,,,
CUSCO,landuse,w1093897296,,-13.317869,-72.090982,1.62,farmland,,,,
CUSCO,landuse,w1093897297,,-13.319048,-72.090786,0.58,farmland,,,,
CUSCO,landuse,w1093897298,,-13.317122,-72.094675,3.84,farmland,,,,
CUSCO,landuse,w1094229476,,-13.329413,-72.079931,3.04,farmland,,,,
CUSCO,landuse,w1094649168,,-13.490866,-71.941447,0.1,farmland,,,,
CUSCO,landuse,w1094649169,,-13.490895,-71.941232,0.12,farmland,,,,
CUSCO,landuse,w1094649170,,-13.490669,-71.941352,0.09,farmland,,,,
CUSCO,landuse,w1094649171,,-13.490776,-71.940186,0.42,farmland,,,,
CUSCO,landuse,w1094649172,,-13.49045,-71.940788,0.18,farmland,,,,
CUSCO,landuse,w1094649173,,-13.490398,-71.941163,0.05,farmland,,,,
CUSCO,landuse,w1094649174,,-13.490172,-71.940377,0.24,farmland,,,,
CUSCO,landuse,w1094649175,,-13.490282,-71.940127,0.22,farmland,,,,
CUSCO,landuse,w1094649176,,-13.490856,-71.939518,0.17,farmland,,,,
CUSCO,landuse,w1094649177,,-13.489828,-71.939641,0.16,farmland,,,,
CUSCO,landuse,w1094649178,,-13.489985,-71.939056,0.2,farmland,,,,
CUSCO,landuse,w1094649179,,-13.4905,-71.938995,0.09,farmland,,,,
CUSCO,landuse,w1094649180,,-13.490282,-71.938543,0.07,farmland,,,,
CUSCO,landuse,w1094649181,,-13.489494,-71.938717,0.25,farmland,,,,
CUSCO,landuse,w1094649182,,-13.489083,-71.939155,0.29,farmland,,,,
CUSCO,landuse,w1094649183,,-13.489837,-71.940415,0.41,farmland,,,,
CUSCO,landuse,w1094649184,,-13.489328,-71.940018,0.11,farmland,,,,
CUSCO,landuse,w1094649185,,-13.489876,-71.941281,0.13,farmland,,,,
CUSCO,landuse,w1094649186,,-13.489648,-71.940986,0.21,farmland,,,,
CUSCO,landuse,w1094649187,,-13.488391,-71.938655,0.1,farmland,,,,
CUSCO,landuse,w1094649188,,-13.488287,-71.938911,0.07,farmland,,,,
CUSCO,landuse,w1094649189,,-13.488439,-71.938364,0.09,farmland,,,,
CUSCO,landuse,w1094649190,,-13.48946,-71.941228,0.21,farmland,,,,
CUSCO,landuse,w1094649191,,-13.489202,-71.940539,0.19,farmland,,,,
CUSCO,landuse,w1094649192,,-13.489068,-71.940153,0.11,farmland,,,,
CUSCO,landuse,w1094649193,,-13.489002,-71.939903,0.16,farmland,,,,
CUSCO,landuse,w1094649194,,-13.488739,-71.939019,0.11,farmland,,,,
CUSCO,landuse,w1094649195,,-13.488775,-71.938573,0.06,farmland,,,,
CUSCO,landuse,w1094649196,,-13.49002,-71.942467,0.07,farmland,,,,
CUSCO,landuse,w1094649197,,-13.489628,-71.94242,0.09,farmland,,,,
CUSCO,landuse,w1094649198,,-13.489279,-71.942606,0.1,farmland,,,,
CUSCO,landuse,w1094649199,,-13.489179,-71.941436,0.06,farmland,,,,
CUSCO,landuse,w1094649200,,-13.489119,-71.941607,0.09,farmland,,,,
CUSCO,landuse,w1094649201,,-13.488894,-71.941242,0.16,farmland,,,,
CUSCO,landuse,w1094649202,,-13.488904,-71.940713,0.1,farmland,,,,
CUSCO,landuse,w1094649203,,-13.488708,-71.940249,0.05,farmland,,,,
CUSCO,landuse,w1094649204,,-13.488515,-71.940093,0.1,farmland,,,,
CUSCO,landuse,w1094649205,,-13.488469,-71.939708,0.12,farmland,,,,
CUSCO,landuse,w1094651411,,-13.490823,-71.936861,0.15,farmland,,,,
CUSCO,landuse,w1094651412,,-13.490518,-71.937141,0.17,farmland,,,,
CUSCO,landuse,w1094651413,,-13.490899,-71.937472,0.15,farmland,,,,
CUSCO,landuse,w1094651414,,-13.490736,-71.937674,0.09,farmland,,,,
CUSCO,landuse,w1094651415,,-13.490446,-71.937626,0.07,farmland,,,,
CUSCO,landuse,w1094651416,,-13.4902,-71.937431,0.08,farmland,,,,
CUSCO,landuse,w1094651417,,-13.490135,-71.937562,0.05,farmland,,,,
CUSCO,landuse,w1094651418,,-13.490874,-71.936373,0.19,farmland,,,,
CUSCO,landuse,w1094651419,,-13.490819,-71.935843,0.09,farmland,,,,
CUSCO,landuse,w1094651420,,-13.490963,-71.934612,0.17,farmland,,,,
CUSCO,landuse,w1094651421,,-13.490492,-71.934851,0.04,farmland,,,,
CUSCO,landuse,w1094651422,,-13.490376,-71.936763,0.09,farmland,,,,
CUSCO,landuse,w1094651423,,-13.490083,-71.936852,0.07,farmland,,,,
CUSCO,landuse,w1094651424,,-13.49019,-71.936431,0.08,farmland,,,,
CUSCO,landuse,w1094651425,,-13.490356,-71.936172,0.06,farmland,,,,
CUSCO,landuse,w1094651426,,-13.489996,-71.936324,0.13,farmland,,,,
CUSCO,landuse,w1094651427,,-13.489871,-71.935866,0.13,farmland,,,,
CUSCO,landuse,w1094651428,,-13.489785,-71.936399,0.16,farmland,,,,
CUSCO,landuse,w1094651429,,-13.489585,-71.93687,0.04,farmland,,,,
CUSCO,landuse,w1094651430,,-13.48971,-71.937212,0.28,farmland,,,,
CUSCO,landuse,w1094651431,,-13.48997,-71.937501,0.04,farmland,,,,
CUSCO,landuse,w1094651432,,-13.490002,-71.93769,0.04,farmland,,,,
CUSCO,landuse,w1094651433,,-13.49001,-71.937835,0.04,farmland,,,,
CUSCO,landuse,w1094651434,,-13.490011,-71.937977,0.05,farmland,,,,
CUSCO,landuse,w1094651435,,-13.489868,-71.938176,0.04,farmland,,,,
CUSCO,landuse,w1094651436,,-13.489566,-71.938299,0.08,farmland,,,,
CUSCO,landuse,w1094651437,,-13.489622,-71.938054,0.07,farmland,,,,
CUSCO,landuse,w1094651438,,-13.48969,-71.937858,0.03,farmland,,,,
CUSCO,landuse,w1094651439,,-13.489583,-71.937748,0.02,farmland,,,,
CUSCO,landuse,w1094651440,,-13.489719,-71.937696,0.03,farmland,,,,
CUSCO,landuse,w1094651441,,-13.489252,-71.938264,0.16,farmland,,,,
CUSCO,landuse,w1094651442,,-13.489286,-71.937615,0.11,farmland,,,,
CUSCO,landuse,w1094651443,,-13.488975,-71.93831,0.04,farmland,,,,
CUSCO,landuse,w1094651444,,-13.488987,-71.938043,0.05,farmland,,,,
CUSCO,landuse,w1094651445,,-13.488911,-71.937841,0.1,farmland,,,,
CUSCO,landuse,w1094651446,,-13.488764,-71.938258,0.08,farmland,,,,
CUSCO,landuse,w1094651447,,-13.488664,-71.937999,0.06,farmland,,,,
CUSCO,landuse,w1094651448,,-13.489588,-71.936269,0.04,farmland,,,,
CUSCO,landuse,w1094651449,,-13.4905,-71.935971,0.03,farmland,,,,
CUSCO,landuse,w1094653631,,-13.494871,-71.93318,0.33,farmland,,,,
CUSCO,landuse,w1094653632,,-13.494605,-71.932391,0.12,farmland,,,,
CUSCO,landuse,w1094653633,,-13.496058,-71.934615,0.08,farmland,,,,
CUSCO,landuse,w1094653634,,-13.496666,-71.937359,0.36,farmland,,,,
CUSCO,landuse,w1094653635,,-13.495938,-71.938414,0.16,farmland,,,,
CUSCO,landuse,w1094653636,,-13.494147,-71.938076,0.11,farmland,,,,
CUSCO,landuse,w1094653637,,-13.494823,-71.936003,0.09,farmland,,,,
CUSCO,landuse,w1094653638,,-13.495197,-71.936037,0.04,farmland,,,,
CUSCO,landuse,w1094653639,,-13.493584,-71.934242,0.19,farmland,,,,
CUSCO,landuse,w1094653640,,-13.491611,-71.933592,0.14,farmland,,,,
CUSCO,landuse,w1094653641,,-13.491179,-71.934034,0.07,farmland,,,,
CUSCO,landuse,w1094653642,,-13.491082,-71.934238,0.07,farmland,,,,
CUSCO,landuse,w1094653643,,-13.494751,-71.934124,0.08,farmland,,,,
CUSCO,landuse,w1094653644,,-13.495335,-71.933833,0.19,farmland,,,,
CUSCO,landuse,w1094653875,,-13.496231,-71.93144,0.09,farmland,,,,
CUSCO,landuse,w1094653876,,-13.495972,-71.93147,0.04,farmland,,,,
CUSCO,landuse,w1094653877,,-13.495742,-71.93156,0.14,farmland,,,,
CUSCO,landuse,w1094653878,,-13.49499,-71.931873,0.18,farmland,,,,
CUSCO,landuse,w1094653879,,-13.494696,-71.93154,0.06,farmland,,,,
